tag,norm_val
JavaScript,1.0
Git,0.5527426160337553
TypeScript,0.41983122362869196
CSS,0.4177215189873418
React,0.3924050632911392
HTML5,0.35864978902953587
HTML,0.32489451476793246
Node.js,0.27637130801687765
CSS3,0.24472573839662448
Redux,0.16877637130801687
Английский язык,0.14767932489451477
AngularJS,0.14767932489451477
Английский — B1 — Средний,0.14556962025316456
C#,0.11814345991561181
PostgreSQL,0.11814345991561181
SQL,0.11814345991561181
Angular,0.1160337552742616
Typescript,0.1160337552742616
Английский — B2 — Средне-продвинутый,0.1160337552742616
ООП,0.10548523206751055
Less,0.09915611814345991
Java,0.09071729957805907
Linux,0.07172995780590717
Sass,0.06751054852320675
REST,0.06751054852320675
MySQL,0.06540084388185655
.NET Framework,0.06540084388185655
MongoDB,0.06540084388185655
jQuery,0.06329113924050633
Vue.js,0.06118143459915612
Vue,0.06118143459915612
Webpack,0.05907172995780591
React Native,0.056962025316455694
ASP.NET,0.05485232067510549
Bootstrap,0.052742616033755275
PHP,0.052742616033755275
React.js,0.05063291139240506
GraphQL,0.05063291139240506
react,0.04852320675105485
