tag,norm_val
Linux,1.0
Python,0.5583524027459954
Docker,0.45080091533180777
Git,0.40045766590389015
Bash,0.38215102974828374
Kubernetes,0.3340961098398169
PostgreSQL,0.2814645308924485
Ansible,0.2585812356979405
Nginx,0.2334096109839817
CI/CD,0.2311212814645309
Администрирование серверов Linux,0.1945080091533181
SQL,0.18993135011441648
DevOps,0.18993135011441648
Английский — B1 — Средний,0.1853546910755149
MySQL,0.1853546910755149
Английский язык,0.18306636155606407
AWS,0.17391304347826086
Zabbix,0.16247139588100687
Jenkins,0.15789473684210525
Английский — B2 — Средне-продвинутый,0.13958810068649885
CentOS,0.11670480549199085
Terraform,0.11212814645308924
Java,0.09153318077803203
TCP/IP,0.07322654462242563
ELK,0.07093821510297482
Prometheus,0.06407322654462243
MongoDB,0.06178489702517163
Azure,0.059496567505720827
Grafana,0.059496567505720827
Agile Project Management,0.057208237986270026
docker,0.05491990846681922
Atlassian Jira,0.05034324942791762
Работа в команде,0.05034324942791762
MS SQL,0.04805491990846682
Gitlab,0.04805491990846682
TeamCity,0.04576659038901602
Redis,0.043478260869565216
PowerShell,0.043478260869565216
C++,0.041189931350114416
