tag,norm_val
JavaScript,1.0
Git,0.5155555555555555
CSS,0.44666666666666666
HTML5,0.43851851851851853
CSS3,0.3933333333333333
React,0.34814814814814815
HTML,0.34
TypeScript,0.20814814814814814
jQuery,0.18074074074074073
AngularJS,0.17925925925925926
Node.js,0.1688888888888889
Redux,0.12814814814814815
Less,0.10740740740740741
Английский — B1 — Средний,0.09333333333333334
Sass,0.09185185185185185
Bootstrap,0.09111111111111111
Angular,0.07703703703703704
Vue.js,0.07333333333333333
ООП,0.07333333333333333
Vue,0.0725925925925926
Английский — B2 — Средне-продвинутый,0.0674074074074074
Английский язык,0.06074074074074074
REST,0.057777777777777775
Webpack,0.05185185185185185
Typescript,0.051111111111111114
Agile Project Management,0.05037037037037037
react,0.047407407407407405
Atlassian Jira,0.04666666666666667
ReactJS,0.04666666666666667
Linux,0.045925925925925926
MongoDB,0.04518518518518518
PHP,0.0437037037037037
Ajax,0.03851851851851852
MySQL,0.037037037037037035
Работа в команде,0.0362962962962963
React.js,0.03481481481481481
SQL,0.034074074074074076
PostgreSQL,0.03259259259259259
Scrum,0.03111111111111111
