tag,norm_val
JavaScript,1.0
Git,0.5542691751085383
CSS,0.4710564399421129
HTML5,0.40882778581765555
HTML,0.38060781476121563
CSS3,0.3321273516642547
React,0.3068017366136035
TypeScript,0.18813314037626627
Node.js,0.17655571635311143
AngularJS,0.17583212735166426
jQuery,0.15340086830680175
Redux,0.1150506512301013
Less,0.10998552821997105
Sass,0.10636758321273516
Английский — B1 — Средний,0.10130246020260492
Bootstrap,0.08900144717800289
ООП,0.08610709117221418
Vue.js,0.085383502170767
MySQL,0.07959479015918958
react,0.07670043415340087
Английский язык,0.07597684515195369
Angular,0.07091172214182344
Vue,0.06874095513748191
Английский — B2 — Средне-продвинутый,0.05861070911722142
Typescript,0.057163531114327065
Веб-программирование,0.052821997105643996
PHP,0.04848046309696093
REST,0.04848046309696093
Webpack,0.04630969609261939
PHP5,0.04413892908827786
Atlassian Jira,0.04413892908827786
Nginx,0.04341534008683068
Ajax,0.04124457308248915
Умение работать в команде,0.04052098408104197
redux,0.03979739507959479
Системное мышление,0.03907380607814761
ReactJS,0.03907380607814761
Linux,0.03835021707670044
React.js,0.03545586107091172
