Date,tag,val
2023-03-01,A/B тесты,0.0131926121372031
2023-03-01,API,0.0158311345646438
2023-03-01,Adobe After Effect,0.0184696569920844
2023-03-01,Amazon Web Services,0.0131926121372031
2023-03-01,Apache Kafka,0.0290237467018469
2023-03-01,Apache Maven,0.0131926121372031
2023-03-01,Apache Spark,0.0395778364116095
2023-03-01,Atlassian Jira,0.0448548812664907
2023-03-01,BI,0.0263852242744063
2023-03-01,Bash,0.0870712401055409
2023-03-01,Big Data,0.3218997361477572
2023-03-01,Business Intelligence Systems,0.0184696569920844
2023-03-01,C#,0.0290237467018469
2023-03-01,C++,0.0369393139841688
2023-03-01,Cassandra,0.0290237467018469
2023-03-01,Confluence,0.0158311345646438
2023-03-01,Data Analysis,0.0422163588390501
2023-03-01,Data Mining,0.021108179419525
2023-03-01,Data Quality,0.0237467018469656
2023-03-01,Data Vault,0.0131926121372031
2023-03-01,Databricks,0.0422163588390501
2023-03-01,Django Framework,0.0237467018469656
2023-03-01,ETL,0.2664907651715039
2023-03-01,ETL-процессы,0.021108179419525
2023-03-01,Git,0.2137203166226912
2023-03-01,Java,0.287598944591029
2023-03-01,JavaScript,0.0316622691292876
2023-03-01,Jenkins,0.021108179419525
2023-03-01,Linux,0.3060686015831134
2023-03-01,MS PowerPoint,0.0158311345646438
2023-03-01,MS SQL,0.0949868073878627
2023-03-01,MongoDB,0.0237467018469656
2023-03-01,MySQL,0.0184696569920844
2023-03-01,Nginx,0.0131926121372031
2023-03-01,NoSQL,0.0263852242744063
2023-03-01,ORACLE,0.100263852242744
2023-03-01,Oracle Pl/SQL,0.021108179419525
2023-03-01,Perl,0.021108179419525
2023-03-01,PostgreSQL,0.2770448548812665
2023-03-01,Power BI,0.0316622691292876
2023-03-01,Python,1.0
2023-03-01,R,0.0158311345646438
2023-03-01,REST,0.0343007915567282
2023-03-01,RabbitMQ,0.0158311345646438
2023-03-01,Redis,0.0158311345646438
2023-03-01,SQL,0.9630606860158312
2023-03-01,Scrum,0.021108179419525
2023-03-01,Snowflake,0.021108179419525
2023-03-01,Spark,0.7071240105540897
2023-03-01,Spring Framework,0.0422163588390501
2023-03-01,Task Scheduler/Orchestrator,0.021108179419525
2023-03-01,UML,0.0237467018469656
2023-03-01,Unix,0.0554089709762532
2023-03-01,Zabbix,0.021108179419525
2023-03-01,airflow,0.1398416886543533
2023-03-01,ansible,0.0448548812664907
2023-03-01,apache airflow,0.0158311345646438
2023-03-01,aws,0.0263852242744063
2023-03-01,bigdata,0.0290237467018469
2023-03-01,ci/cd,0.0422163588390501
2023-03-01,clickhouse,0.1266490765171503
2023-03-01,data engineer,0.021108179419525
2023-03-01,data science,0.0422163588390501
2023-03-01,devops,0.0290237467018469
2023-03-01,docker,0.1530343007915567
2023-03-01,dwh,0.1187335092348284
2023-03-01,elasticsearch,0.0237467018469656
2023-03-01,go,0.0158311345646438
2023-03-01,golang,0.0131926121372031
2023-03-01,grafana,0.0184696569920844
2023-03-01,greenplum,0.0606860158311345
2023-03-01,hadoop,0.725593667546174
2023-03-01,hive,0.1424802110817942
2023-03-01,kafka,0.2269129287598943
2023-03-01,kotlin,0.0158311345646438
2023-03-01,kubernetes,0.0976253298153034
2023-03-01,machine learning,0.0817941952506596
2023-03-01,ml,0.0817941952506596
2023-03-01,nifi,0.0184696569920844
2023-03-01,nlp,0.0263852242744063
2023-03-01,numpy,0.0184696569920844
2023-03-01,openshift,0.0131926121372031
2023-03-01,pandas,0.0474934036939313
2023-03-01,prometheus,0.0263852242744063
2023-03-01,pyspark,0.0343007915567282
2023-03-01,pytorch,0.0395778364116095
2023-03-01,rest api,0.0237467018469656
2023-03-01,scala,0.2401055408970976
2023-03-01,tableau,0.0131926121372031
2023-03-01,tensorflow,0.021108179419525
2023-03-01,teradata,0.0369393139841688
2023-03-01,Администрирование серверов Linux,0.0184696569920844
2023-03-01,администратор Hadoop,0.0131926121372031
