tag,norm_val
JavaScript,1.0
Git,0.5403377110694184
CSS,0.49906191369606
HTML5,0.4052532833020638
HTML,0.40337711069418386
React,0.36397748592870544
CSS3,0.32645403377110693
TypeScript,0.19699812382739212
Node.js,0.16885553470919323
AngularJS,0.1651031894934334
jQuery,0.15572232645403378
Sass,0.12382739212007504
Redux,0.1200750469043152
Less,0.11444652908067542
Английский — B1 — Средний,0.09193245778611632
Vue.js,0.08818011257035648
Bootstrap,0.08630393996247655
ООП,0.0825515947467167
Angular,0.07879924953095685
Typescript,0.06941838649155722
Английский — B2 — Средне-продвинутый,0.06941838649155722
Vue,0.0675422138836773
REST,0.0600375234521576
react,0.054409005628517824
Английский язык,0.05065666041275797
Webpack,0.05065666041275797
Atlassian Jira,0.05065666041275797
Ajax,0.04690431519699812
Scrum,0.04690431519699812
Agile Project Management,0.0450281425891182
Linux,0.0450281425891182
PostgreSQL,0.039399624765478425
ReactJS,0.039399624765478425
SQL,0.0375234521575985
Кроссбраузерная верстка,0.03377110694183865
React.js,0.03377110694183865
PHP,0.03377110694183865
Adobe Photoshop,0.03377110694183865
React Native,0.03189493433395872
