tag,norm_val
JavaScript,1.0
Git,0.49264705882352944
HTML5,0.4172794117647059
CSS,0.40441176470588236
React,0.3860294117647059
CSS3,0.3235294117647059
HTML,0.32169117647058826
TypeScript,0.2113970588235294
Redux,0.17095588235294118
jQuery,0.13786764705882354
AngularJS,0.1323529411764706
Node.js,0.12867647058823528
Vue.js,0.11580882352941177
Английский язык,0.10845588235294118
Английский — B1 — Средний,0.0974264705882353
Vue,0.09375
Sass,0.09191176470588236
Angular,0.07904411764705882
Less,0.07720588235294118
ООП,0.07536764705882353
Webpack,0.07352941176470588
Bootstrap,0.06985294117647059
Английский — B2 — Средне-продвинутый,0.05698529411764706
Typescript,0.04963235294117647
Linux,0.04963235294117647
react,0.04779411764705882
PHP,0.04411764705882353
ReactJS,0.04044117647058824
Ajax,0.03860294117647059
REST,0.03676470588235294
Кроссбраузерная верстка,0.034926470588235295
SQL,0.034926470588235295
ES6,0.03308823529411765
React.js,0.03125
Atlassian Jira,0.03125
MySQL,0.029411764705882353
Java,0.027573529411764705
Adobe Photoshop,0.027573529411764705
SCSS,0.027573529411764705
