,rank
go,323.0
golang,322.0
gitlab,322.0
SQL,321.0
Java,319.0
JavaScript,317.0
PowerShell,316.0
Python,314.0
API,311.0
Git,310.0
Unit Testing,310.0
ASP.NET,308.0
.NET Framework,305.0
PostgreSQL,303.0
C#,302.0
aws,302.0
Linux,301.0
kubernetes,292.0
azure,292.0
Design Patterns,291.0
Bash,290.0
docker,284.0
Jenkins,283.0
Администрирование серверов Linux,282.0
JDBC,261.0
