tag,norm_val
JavaScript,1.0
Git,0.47375690607734805
Node.js,0.4723756906077348
CSS,0.3494475138121547
HTML,0.2596685082872928
HTML5,0.23204419889502761
React,0.20027624309392264
CSS3,0.16298342541436464
MySQL,0.15883977900552487
PostgreSQL,0.13397790055248618
Английский язык,0.13121546961325967
SQL,0.12845303867403315
TypeScript,0.12292817679558012
Английский — B1 — Средний,0.12292817679558012
PHP,0.1132596685082873
MongoDB,0.10773480662983426
Linux,0.10497237569060773
Vue.js,0.10497237569060773
AngularJS,0.10082872928176796
ООП,0.10082872928176796
Английский — B2 — Средне-продвинутый,0.09392265193370165
jQuery,0.09392265193370165
Python,0.0718232044198895
Redux,0.0649171270718232
Bootstrap,0.05662983425414365
Java,0.05110497237569061
Docker,0.04834254143646409
Vue,0.04696132596685083
C#,0.04558011049723757
ASP.NET,0.04419889502762431
React.js,0.04281767955801105
Redis,0.04281767955801105
REST,0.04005524861878453
Atlassian Jira,0.03867403314917127
Agile Project Management,0.03867403314917127
MS SQL,0.03591160220994475
ReactJS,0.03314917127071823
Angular,0.03314917127071823
PHP5,0.031767955801104975
