tag,norm_val
SQL,1.0
MS SQL,0.5274193548387097
Oracle Pl/SQL,0.25
MS SQL Server,0.23629032258064517
Python,0.2314516129032258
PostgreSQL,0.14274193548387096
Базы данных,0.1403225806451613
ORACLE,0.13225806451612904
Работа с базами данных,0.12096774193548387
Transact-SQL,0.1153225806451613
Английский язык,0.10161290322580645
C#,0.1
Бизнес-анализ,0.09193548387096774
Java,0.08790322580645162
Git,0.0846774193548387
XML,0.08225806451612903
Анализ данных,0.07661290322580645
Atlassian Jira,0.0717741935483871
ETL,0.07096774193548387
VBA,0.07016129032258064
База данных: Oracle,0.06854838709677419
Аналитическое мышление,0.06612903225806452
СУБД,0.06451612903225806
Cистемы управления базами данных,0.062096774193548386
JavaScript,0.05967741935483871
ООП,0.05967741935483871
HTML,0.05887096774193548
MySQL,0.05887096774193548
Разработка технических заданий,0.05887096774193548
Linux,0.05806451612903226
Английский — B2 — Средне-продвинутый,0.055645161290322584
Английский — B1 — Средний,0.0532258064516129
MS Access,0.05241935483870968
Системный анализ,0.050806451612903224
BPMN,0.04838709677419355
UML,0.04838709677419355
MS PowerPoint,0.04758064516129032
Delphi,0.04758064516129032
Аналитические исследования,0.043548387096774194
