tag,norm_val
SQL,1.0
MS SQL,0.4859437751004016
Oracle Pl/SQL,0.285140562248996
MS SQL Server,0.19477911646586346
Python,0.19076305220883535
ORACLE,0.178714859437751
Базы данных,0.15461847389558234
PostgreSQL,0.14457831325301204
Transact-SQL,0.13855421686746988
Работа с базами данных,0.12248995983935743
ETL,0.1144578313253012
XML,0.11044176706827309
C#,0.10240963855421686
Бизнес-анализ,0.09236947791164658
Английский — B1 — Средний,0.09036144578313253
Английский язык,0.08634538152610442
Linux,0.08634538152610442
Git,0.08433734939759036
База данных: Oracle,0.0823293172690763
Atlassian Jira,0.08032128514056225
Разработка технических заданий,0.0783132530120482
Работа в команде,0.0642570281124498
СУБД,0.0642570281124498
Delphi,0.060240963855421686
Анализ данных,0.060240963855421686
Java,0.05823293172690763
ООП,0.05823293172690763
DWH,0.05622489959839357
VBA,0.05622489959839357
JavaScript,0.05421686746987952
Системный анализ,0.05421686746987952
MS Access,0.05421686746987952
MS Excel,0.050200803212851405
Cистемы управления базами данных,0.04819277108433735
MS Visio,0.04819277108433735
Английский — B2 — Средне-продвинутый,0.04618473895582329
UML,0.04417670682730924
.NET Framework,0.04216867469879518
Power BI,0.040160642570281124
