tag,norm_val
Python,1.0
Git,0.43276108726752505
Django Framework,0.41630901287553645
PostgreSQL,0.3726752503576538
SQL,0.33476394849785407
Linux,0.31616595135908443
JavaScript,0.1251788268955651
MySQL,0.10658082975679542
Английский — B1 — Средний,0.09656652360515021
Redis,0.09084406294706723
ООП,0.08941344778254649
Docker,0.08082975679542204
Flask,0.07939914163090128
Английский язык,0.07725321888412018
MongoDB,0.07582260371959942
Английский — B2 — Средне-продвинутый,0.06223175965665236
C++,0.05007153075822604
REST,0.04864091559370529
CSS,0.04291845493562232
Atlassian Jira,0.04291845493562232
HTML,0.03791130185979971
Базы данных,0.0357653791130186
Java,0.033619456366237484
MS SQL,0.029327610872675252
RabbitMQ,0.029327610872675252
HTML5,0.02861230329041488
API,0.026466380543633764
Nginx,0.026466380543633764
Работа в команде,0.02575107296137339
C/C++,0.022174535050071532
AWS,0.022174535050071532
Bash,0.022174535050071532
asyncio,0.02145922746781116
Английский — A1 — Начальный,0.02074391988555079
Scrum,0.019313304721030045
Kafka,0.019313304721030045
Английский — C1 — Продвинутый,0.01859799713876967
Agile Project Management,0.01859799713876967
Unix,0.0178826895565093
