Date,tag,val
2024-02-01,Java,1.0
2024-02-01,Murex,0.968503937007874
2024-02-01,Automated_Testing,0.5984251968503937
2024-02-01,Other,0.5748031496062992
2024-02-01,Python,0.5433070866141733
2024-02-01,DevOps,0.36220472440944884
2024-02-01,C#/VB.NET,0.3464566929133858
2024-02-01,C/C++,0.30708661417322836
2024-02-01,Business_Analysis,0.2755905511811024
2024-02-01,Technical,0.25984251968503935
2024-02-01,MxML,0.25984251968503935
2024-02-01,Functional/System_Analysis,0.2047244094488189
2024-02-01,Others,0.2047244094488189
2024-02-01,Calypso,0.1968503937007874
2024-02-01,Engineering,0.1968503937007874
2024-02-01,FO,0.16535433070866143
2024-02-01,Full_Stack,0.15748031496062992
2024-02-01,System_Administration,0.15748031496062992
2024-02-01,SQL,0.14960629921259844
2024-02-01,Support,0.14173228346456693
2024-02-01,SL,0.14173228346456693
2024-02-01,BPM,0.13385826771653545
2024-02-01,Datamart,0.13385826771653545
2024-02-01,ECM,0.13385826771653545
2024-02-01,Temenos,0.12598425196850394
2024-02-01,Manual_Testing,0.12598425196850394
2024-02-01,Project_Management,0.11811023622047244
2024-02-01,Front-end,0.11023622047244094
2024-02-01,Solution/Integration_Architecture,0.11023622047244094
2024-02-01,Functional_Safety,0.11023622047244094
2024-02-01,System_Languages,0.10236220472440945
2024-02-01,ERM,0.10236220472440945
2024-02-01,Scala,0.10236220472440945
2024-02-01,MySQL,0.08661417322834646
2024-02-01,T-SQL,0.08661417322834646
2024-02-01,Teradata,0.08661417322834646
2024-02-01,Angular,0.08661417322834646
2024-02-01,Scrum,0.08661417322834646
2024-02-01,Master,0.08661417322834646
2024-02-01,Android,0.08661417322834646
2024-02-01,Embedded,0.07874015748031496
2024-02-01,Scripting,0.07874015748031496
2024-02-01,Languages,0.07874015748031496
2024-02-01,Software/System_Architecture,0.07086614173228346
2024-02-01,Delivery_Project_Management,0.07086614173228346
2024-02-01,Murex_Testing,0.07086614173228346
2024-02-01,Analysis,0.06299212598425197
2024-02-01,BigData_Development,0.06299212598425197
2024-02-01,Pega,0.06299212598425197
2024-02-01,PL/SQL,0.06299212598425197
2024-02-01,Oracle,0.06299212598425197
2024-02-01,Database_Administration,0.05511811023622047
2024-02-01,Application_Security,0.05511811023622047
2024-02-01,JavaScript,0.047244094488188976
2024-02-01,BI,0.047244094488188976
2024-02-01,AUTOSAR,0.047244094488188976
2024-02-01,Appian,0.03937007874015748
2024-02-01,Data_Science,0.03937007874015748
2024-02-01,UI/UX_Design,0.03937007874015748
2024-02-01,C#,0.03937007874015748
2024-02-01,Quantum,0.03937007874015748
2024-02-01,Coremont,0.03937007874015748
2024-02-01,Data_Architecture,0.03937007874015748
2024-02-01,Kondor,0.03937007874015748
2024-02-01,Data_Reporting,0.031496062992125984
2024-02-01,Accounting,0.031496062992125984
2024-02-01,Employer,0.031496062992125984
2024-02-01,Branding,0.031496062992125984
2024-02-01,Fenergo,0.031496062992125984
2024-02-01,Axiom,0.031496062992125984
2024-02-01,Financial,0.031496062992125984
2024-02-01,Planning,0.031496062992125984
2024-02-01,RPA,0.031496062992125984
2024-02-01,Information_Security,0.031496062992125984
2024-02-01,Moody,0.031496062992125984
2024-02-01,Integration,0.031496062992125984
2024-02-01,PMA,0.023622047244094488
2024-02-01,FusionRisk,0.023622047244094488
2024-02-01,Data_Modeling,0.023622047244094488
2024-02-01,React,0.023622047244094488
2024-02-01,DWH,0.023622047244094488
2024-02-01,Mechatronics_Design,0.023622047244094488
2024-02-01,Hogan,0.023622047244094488
2024-02-01,Requirements,0.023622047244094488
2024-02-01,Cobol,0.023622047244094488
2024-02-01,Mainframe,0.023622047244094488
2024-02-01,Go,0.023622047244094488
2024-02-01,Chapter_Management,0.023622047244094488
2024-02-01,Solutions_Management,0.023622047244094488
2024-02-01,AI/ML,0.015748031496062992
2024-02-01,ETL,0.015748031496062992
2024-02-01,Ab,0.015748031496062992
2024-02-01,Initio,0.015748031496062992
2024-02-01,Program_Management,0.015748031496062992
2024-02-01,Sales,0.015748031496062992
2024-02-01,Incident_Management,0.007874015748031496
2024-02-01,Cybersecurity,0.007874015748031496
2024-02-01,Service,0.007874015748031496
2024-02-01,Delivery_Management,0.007874015748031496
2024-02-01,Governance,0.007874015748031496
2024-02-01,Avaloq,0.007874015748031496
2024-02-01,Release_Management,0.007874015748031496
2024-02-01,Mechatronics,0.007874015748031496
2024-02-01,Technician,0.007874015748031496
2024-02-01,Test_Management,0.007874015748031496
