tag,norm_val
PHP,1.0
MySQL,0.7272727272727273
Git,0.6144781144781145
JavaScript,0.4478114478114478
ООП,0.4276094276094276
CSS,0.28114478114478114
Symfony,0.2777777777777778
HTML,0.27441077441077444
PostgreSQL,0.25252525252525254
Laravel,0.2255892255892256
SQL,0.21212121212121213
jQuery,0.17676767676767677
Yii,0.16498316498316498
Linux,0.16161616161616163
Redis,0.1414141414141414
1С-Битрикс,0.13636363636363635
PHP5,0.13131313131313133
HTML5,0.09764309764309764
Docker,0.09427609427609428
Ajax,0.08922558922558922
MVC,0.08922558922558922
Английский — B1 — Средний,0.08080808080808081
Bootstrap,0.07407407407407407
PHP7,0.0707070707070707
MongoDB,0.05723905723905724
Английский — A1 — Начальный,0.05555555555555555
CSS3,0.05387205387205387
Веб-программирование,0.050505050505050504
API,0.04882154882154882
RabbitMQ,0.045454545454545456
REST,0.04377104377104377
Английский язык,0.04208754208754209
Yii2,0.04208754208754209
Nginx,0.03872053872053872
laravel,0.03367003367003367
CMS Wordpress,0.030303030303030304
Python,0.02861952861952862
docker,0.02861952861952862
MS SQL,0.026936026936026935
