tag,norm_val
PHP,1.0
MySQL,0.7420042643923241
Git,0.6403695806680881
JavaScript,0.5174129353233831
ООП,0.36318407960199006
HTML,0.3404406538734897
CSS,0.3326226012793177
Symfony,0.23169864960909736
PostgreSQL,0.22103766879886283
SQL,0.21819474058280028
jQuery,0.21321961620469082
Laravel,0.19402985074626866
PHP5,0.1869225302061123
Linux,0.17199715707178392
Yii,0.16204690831556504
1С-Битрикс,0.15849324804548684
HTML5,0.11158493248045487
Redis,0.10945273631840796
MVC,0.0923951670220327
Ajax,0.09168443496801706
CSS3,0.0767590618336887
REST,0.07462686567164178
Bootstrap,0.06965174129353234
PHP7,0.05970149253731343
API,0.05472636815920398
Docker,0.05401563610518834
Английский — B2 — Средне-продвинутый,0.051883439943141436
Nginx,0.051883439943141436
Английский — B1 — Средний,0.05046197583511016
MongoDB,0.047619047619047616
RabbitMQ,0.04477611940298507
Английский язык,0.0412224591329069
Веб-программирование,0.0412224591329069
Английский — A1 — Начальный,0.04051172707889126
Node.js,0.03624733475479744
Yii2,0.03411513859275053
XML,0.031982942430703626
laravel,0.030561478322672354
MS SQL,0.029850746268656716
