tag,norm_val
Python,1.0
SQL,0.5089285714285714
Data Mining,0.29464285714285715
Математическая статистика,0.20535714285714285
Git,0.16964285714285715
ML,0.125
Machine Learning,0.125
Анализ данных,0.125
Английский — B1 — Средний,0.125
Статистический анализ,0.10714285714285714
NLP,0.10714285714285714
Statistica,0.08928571428571429
C++,0.08928571428571429
Data Analysis,0.08928571428571429
Big Data,0.08035714285714286
Spark,0.08035714285714286
Linux,0.08035714285714286
Математическое моделирование,0.08035714285714286
Hadoop,0.07142857142857142
IT,0.07142857142857142
Английский язык,0.07142857142857142
Deep Learning,0.07142857142857142
Docker,0.0625
Data Science,0.05357142857142857
R,0.05357142857142857
MS SQL,0.05357142857142857
Machine learning,0.05357142857142857
Computer Vision,0.05357142857142857
Бизнес-анализ,0.05357142857142857
Pandas,0.05357142857142857
Математический анализ,0.05357142857142857
data science,0.05357142857142857
PyTorch,0.05357142857142857
Базы данных,0.044642857142857144
Английский — B2 — Средне-продвинутый,0.044642857142857144
pytorch,0.044642857142857144
Аналитические исследования,0.03571428571428571
PostgreSQL,0.03571428571428571
Data science,0.03571428571428571
