tag,norm_val
Golang,1.0
PostgreSQL,0.8914728682170543
Go,0.8294573643410853
SQL,0.7441860465116279
Linux,0.6666666666666666
Python,0.4883720930232558
Git,0.4496124031007752
PHP,0.3953488372093023
MySQL,0.35658914728682173
Английский язык,0.31007751937984496
Docker,0.27906976744186046
Redis,0.24031007751937986
ООП,0.2248062015503876
Английский — B2 — Средне-продвинутый,0.2248062015503876
Английский — B1 — Средний,0.21705426356589147
MongoDB,0.21705426356589147
C++,0.1937984496124031
Kafka,0.18604651162790697
RabbitMQ,0.18604651162790697
IT,0.17829457364341086
golang,0.17829457364341086
REST,0.16279069767441862
Java,0.15503875968992248
Kubernetes,0.14728682170542637
AWS,0.13953488372093023
Azure,0.12403100775193798
Работа в команде,0.10852713178294573
Торговая площадка,0.10077519379844961
GO,0.09302325581395349
k8s,0.09302325581395349
Node.js,0.09302325581395349
NoSQL,0.09302325581395349
Мобильность,0.08527131782945736
Базы данных,0.08527131782945736
C#,0.07751937984496124
REST/JSON,0.07751937984496124
MS SQL,0.06976744186046512
REST API,0.06976744186046512
HTTP,0.06976744186046512
