tag,norm_val
Python,1.0
SQL,0.746031746031746
Spark,0.7063492063492064
Hadoop,0.6150793650793651
SCALA,0.5674603174603174
Linux,0.5436507936507936
PostgreSQL,0.44841269841269843
Английский — B1 — Средний,0.43253968253968256
Java,0.373015873015873
NoSQL,0.34523809523809523
kafka,0.3373015873015873
Greenplum,0.32936507936507936
Flink,0.32142857142857145
DBA,0.3134920634920635
Git,0.23015873015873015
Английский язык,0.19444444444444445
Big Data,0.1746031746031746
Английский — B2 — Средне-продвинутый,0.15873015873015872
MS SQL,0.11507936507936507
ETL,0.11507936507936507
Kafka,0.10714285714285714
Data Mining,0.10714285714285714
Docker,0.09126984126984126
Spring Framework,0.09126984126984126
C++,0.07936507936507936
Bash,0.07936507936507936
Hive,0.06746031746031746
ORACLE,0.06349206349206349
AWS,0.05952380952380952
Kubernetes,0.05555555555555555
IT,0.05555555555555555
MS SQL Server,0.05555555555555555
Английский — C1 — Продвинутый,0.051587301587301584
DWH,0.051587301587301584
Базы данных,0.051587301587301584
hadoop,0.047619047619047616
Atlassian Jira,0.047619047619047616
Data Analysis,0.047619047619047616
ClickHouse,0.047619047619047616
