Technical Support (SL1),Trade support analyst with capital markets exp,Singapore/ SG,
Technical Support (SL1),L1 IT Support Engineer,Singapore/ SG,
IT Infrastructure Engineering,Infrastructure Project Manager,Singapore/ SG,
Murex ECM,Murex Environment Management Consultant,Sydney/ AU,
Other Packaged Software,Junior SAS Developer,Singapore/ SG,
DevOps,DevOps Engineer,Bucharest/ RO,
Help Desk Support,Desktop Support,Warsaw/ PL,
DevOps,DevOps Engineer with Python,Remote Ukraine/ UA,
Automated Testing Others,Software Product Certification Tester,Farmington Hills/ US,
Java,Senior Java/C++ developer,Remote Poland/ PL,
IT Infrastructure Engineering,Senior Citrix Engineer,Remote India/ IN,
Java,Senior Java Developer,Weehawken/ US,
Sales,HLS Sales Director,Remote United States/ US,
BI Engineering,Azure Data Engineer,Wroclaw/ PL,
Data Architecture,Senior Azure Architect/Solution Engineer,Wroclaw/ PL,
Sales,Sales and Account Representative,Remote Poland/ PL,
Sales,Sales and Account Representative,Bucharest/ RO,
Kondor,Finastra/Kondor Specialist,Remote Spain/ ES,
Kondor,Finastra/Kondor Specialist,Remote Poland/ PL,
Java,Regular/Senior Java BE Developer,Remote Romania/ RO,
Front-end React,UI Developer/ React,Pune/ IN,
Front-end React,UI Developer/ React,Bengaluru/ IN,
Functional Safety,Senior Functional Safety Manager,Remote Egypt/ EG,
Functional Safety,Senior Functional Safety Engineer,Remote Egypt/ EG,
Java,Senior Java Developer,Pune/ IN,
Java,Senior Java Developer,Bengaluru/ IN,
Data Science,Python Data Engineer,New York City/ US,
Java,Senior Java Developer,Wroclaw/ PL,
Murex Others,Murex Technical Delivery Manager,Singapore/ SG,
ETL (Informatica/ Ab Initio etc.),ETL Developer,Bengaluru/ IN,
Automated Testing Python,Test Engineer Automation,Bucharest/ RO,
Murex Datamart,Murex Datamart Developer,Bengaluru/ IN,
Calypso,Calypso - Senior Back Office Business Analyst,Melbourne/ AU,
Delivery Project Management,Project Management Officer,Wroclaw/ PL,
Delivery Project Management,Capital Markets Project Manager,Remote Spain/ ES,
DevOps,DevOps Engineer - Poland,Remote Poland/ PL,
DevOps,Senior DevOps Engineer - Poland,Remote Poland/ PL,
C/C++,Senior C++ Developer,Sofia/ BG,
C/C++,Yocto Validation/ Automation Developer,Bengaluru/ IN,
DevOps,DevOps Software Engineer,Guadalajara/ MX/ MX,
DevOps,DevOps Software Engineer,Farmington Hills/ US,
DevOps,Senior DevOps Engineer,Remote United States/ US,
DevOps,Senior DevOps Engineer,Remote India/ IN,
Information Security,Senior Cybersecurity Risk Analyst,Remote Mexico/ MX,
Information Security,Data Mask / Vulnerability Management Specialist,Remote Mexico/ MX,
Information Security,Data Mask / Vulnerability Management Specialist,Remote India/ IN,
System Administration,IT Systems Management Analyst - Windows ESX Admin,Bengaluru/ IN,
Analytics Solution Architecture,Solution Architect,Remote Mexico/ MX,
Analytics Solution Architecture,Enterprise Architect,Remote Mexico/ MX,
Automated Testing Python,Quality Assurance Engineer,Munich/ DE,
Automated Testing Python,Quality Assurance Engineer,Munich/ DE,
Manual Testing,Manual Tester,Boeblingen/ DE,
Business Analysis,Abacus Regnology Business Analyst,Remote Serbia/ RS,
Business Analysis,Abacus Regnology Business Analyst,Remote Romania/ RO,
Business Analysis,Abacus Regnology Business Analyst,Remote Poland/ PL,
Business Analysis,Abacus Regnology Business Analyst,Remote Germany/ DE,
Business Analysis,Abacus Regnology Business Analyst,Remote Bulgaria/ BG,
BigData Development,Senoir/Lead Data Engineer,Remote United States/ US,
Front-end Angular,Senior Angular Developer,London/ GB,
BI Engineering,Data Engineer,Remote Belgium/ BE,
Other Consulting,Data Analyst,Remote Belgium/ BE,
Data Architecture,Data Architect,Remote Belgium/ BE,
BigData Development,OLAP Database (ClickHouse) Developer,Remote Poland/ PL,
Automated Testing Others,Senior Performance Test Engineer,Remote Romania/ RO,
Java,Senior Java/C++ developer,Remote Serbia/ RS,
Business Analysis,Senior Business Analyst with ESG reporting,Remote Ukraine/ UA,
Business Analysis,Senior Business Analyst with ESG reporting,Remote Poland/ PL,
Business Analysis,Senior Business Analyst with ESG reporting,Remote India/ IN,
C#/VB.NET,Senior Software Developer .NET/Azure Sr.,Remote Mexico/ MX,
Automated Testing Python,Lead Test Engineer,Remote Romania/ RO,
JavaScript,Senior ServiceNow Developer,Remote Poland/ PL,
Go,Senior Golang Developer,Plano/ US,
Scrum Master,Scrum master,Turin/ IT,
Manual Testing,Manual Testing of Mobile Applications,Guadalajara/ MX/ MX,
C Embedded,ASIC Design Verification Engineer,Turin/ IT,
C Embedded,ASIC Design Verification Engineer,Gdansk/ PL,
C Embedded,ASIC Design Verification Engineer,Dublin/ IE/ IE,
C Embedded,ASIC Design Verification Engineer,Cork/ IE,
C Embedded,ASIC Design Verification Engineer,Belgrade/ RS,
DevOps,DevOps Team Lead - Poland,Remote Poland/ PL,
C/C++,Software C++ Engineer,Farmington Hills/ US,
Automated Testing Others,QA Architect,Farmington Hills/ US,
Technical Project Management,Technical Project Manager,Bucharest/ RO,
Automated Testing Java,Automation QA (Java),Bengaluru/ IN,
Technical Support (SL2),Senior L1/L2 Support Engineer,Remote China/ CN,
Technical Support (SL2),Senior L1/L2 Support Engineer,Remote India/ IN,
Java,Senior/Principal Java Developer,Krakow/ PL,
FusionRisk,Senior Functional Consultant (Fusion Risk ARC),Remote India/ IN,
Automated Testing Python,Senior QA Automation Engineer,Remote Serbia/ RS,
Java,Senior Java Developer,Remote Serbia/ RS,
JavaScript,Senior JavaScript FullStack Developer,Remote India/ IN,
Other Packaged Software,[Guardian] Senior TIBCO Developer,Remote India/ IN,
C Embedded,Senior Embedded Linux Developer,Remote Mexico/ MX,
Java Full Stack,Senior Java Fullstack Developer,Remote Mexico/ MX,
Software - Other,Senior Network Engineer (Security Architect),Remote United States/ US,
Functional/System Analysis,WMA Programmer Analyst,Remote India/ IN,
Functional/System Analysis,Senior Business Analyst,Kyiv/ UA,
Automated Testing Java,Senior QA Automation,Krakow/ PL,
Java,Senior Java Developer with GraphQL,Plano/ US,
SQL (PL/SQL - Oracle),Lead Documaker Developer,Remote India/ IN,
C/C++,Linux/Device Drivers Developer,Bengaluru/ IN,
HR Business Partner,HR Business Partner,Munich/ DE,
Delivery Project Management,Business Manager,Wroclaw/ PL,
Delivery Project Management,Business Manager,Krakow/ PL,
Other Packaged Software,Senior Snowflake Developer,Remote India/ IN,
Other Packaged Software,Junior Snowflake Developer,Remote India/ IN,
Integration Engineering,Enterprise Resource Planning Analyst (Oracle Cloud HCM),Remote United States/ US,
Python,Python Fullstack Developer,Remote Romania/ RO,
Business Analysis,Access Governance Business Analyst,Wroclaw/ PL,
Other Packaged Software,IBM ACE developer,Remote Spain/ ES,
DevOps,DevOps Engineer with Java,Zurich/ CH,
Manual Testing,Senior QA manual Engineer (with automation skills),Bucharest/ RO,
Scrum Master,Scrum Master with Mechatronics knowledge,Stuttgart/ DE,
Scrum Master,Scrum Master with Automotive Domain knowledge,Stuttgart/ DE,
System Administration,Linux Systems Admin,Bucharest/ RO,
Data Science,Data Quality Specialist,Bucharest/ RO,
Automated Testing Java,QA Automation Engineer w/ Java,Guadalajara/ MX/ MX,
Java Full Stack,Java Full Stack Developer,Guadalajara/ MX/ MX,
Business Analysis,Business Analyst,Guadalajara/ MX/ MX,
Automated Testing Java,Java Automation Engineer,Guadalajara/ MX/ MX,
Java,Java Developer,Guadalajara/ MX/ MX,
Technical Support (SL1),Senior L1 Production Support Engineer,Hyderabad/ IN/ IN,
Physical Security,Security Domain Architect,Bucharest/ RO,
Data Modeling,Senior Data Engineer,Remote Romania/ RO,
Information Security,C#/.Net Developer with CyberArk,Zurich/ CH,
Software/System Architecture,Software Architect,Remote Ukraine/ UA,
Java,Senior Java Developer with Capital markets experience,Remote Ukraine/ UA,
Java,Senior Java Developer with Capital markets experience,Remote Serbia/ RS,
Java,Senior Java Developer with Capital markets experience,Remote Mexico/ MX,
Java,Senior Java Developer with Capital markets experience,Remote Brazil/ BR,
Application Security,Security Analyst,Remote Turkey/ TR,
Application Security,Security Analyst,Remote Egypt/ EG,
Murex FO,Murex FO Support,Amsterdam/ NL/ NL,
