SQL (PL/SQL - Oracle),Senior Oracle Database Engineer,India
SQL (PL/SQL - Oracle),Senior Oracle Database Engineer,India
SQL (PL/SQL - Oracle),Senior Oracle Database Engineer,India
SQL (PL/SQL - Oracle),Senior Oracle Database Engineer,India
Murex Datamart,Murex Support SME,India
Murex Datamart,Murex Support SME,India
Murex Datamart,Murex Support SME,India
Murex Datamart,Murex Support SME,India
C#/VB.NET,Xamarin . Net (MAUI)  developer,Ukraine
C#/VB.NET,Xamarin . Net (MAUI)  developer,Ukraine
Python,Data Engineer/Python Developer,Mexico
Python,Data Engineer/Python Developer,Mexico
"Other Vendor specific (Quantum, Coremont etc.)",Cloud Operations Analyst,India
"Other Vendor specific (Quantum, Coremont etc.)",Cloud Operations Analyst,India
UI/UX Design,UX/UI Designer,Egypt
UI/UX Design,UX/UI Designer,Egypt
Android,Android Kotlin Framework Developer,India
Android,Android Kotlin Framework Developer,India
Android,Android Kotlin Framework Developer,Ukraine
Android,Android Kotlin Framework Developer,Ukraine
Android,Android Kotlin Framework Developer,Ukraine
Android,Android Kotlin Framework Developer,Ukraine
Software - Other,Mechanical Engineering Technician,Germany
Software - Other,Mechanical Engineering Technician,Germany
Manual Testing,System Validation Engineer ,Korea (the Republic of)
Manual Testing,System Validation Engineer ,Korea (the Republic of)
Software/System Architecture,"System Engineer with C/C++, ADAS, ASPICE",Korea (the Republic of)
Software/System Architecture,"System Engineer with C/C++, ADAS, ASPICE",Korea (the Republic of)
C/C++,"C/C++ Lead Software Developer with ADAS, ASPICE, Korean speaker",Korea (the Republic of)
C/C++,"C/C++ Lead Software Developer with ADAS, ASPICE, Korean speaker",Korea (the Republic of)
Product Owner,Product Owner (with domain background in oil and gas),Mexico
Product Owner,Product Owner (with domain background in oil and gas),Mexico
"Other Vendor specific (Quantum, Coremont etc.)",Back Office Operations BA,Mexico
"Other Vendor specific (Quantum, Coremont etc.)",Back Office Operations BA,Mexico
"Other Vendor specific (Quantum, Coremont etc.)",Back Office Operations BA,Anywhere
"Other Vendor specific (Quantum, Coremont etc.)",Back Office Operations BA,Anywhere
Manual Testing,"System Validation Team Lead, Korean speaker",Korea (the Republic of)
Manual Testing,"System Validation Team Lead, Korean speaker",Korea (the Republic of)
"Other Vendor specific (Quantum, Coremont etc.)",Front Office Quant,Mexico
"Other Vendor specific (Quantum, Coremont etc.)",Front Office Quant,Mexico
"Other Vendor specific (Quantum, Coremont etc.)",Front Office Quant,Anywhere
"Other Vendor specific (Quantum, Coremont etc.)",Front Office Quant,Anywhere
Hogan,Hogan IDS Developer,United States of America
Hogan,Hogan IDS Developer,United States of America
Hogan,Hogan IDS Developer,Anywhere
Hogan,Hogan IDS Developer,Anywhere
JavaScript,Senior UI/UX developer with Angular,Canada
JavaScript,Senior UI/UX developer with Angular,Canada
Software/System Architecture,"System Team Lead (C/C++, ADAS, ASPICE), Korean speaker",Korea (the Republic of)
Software/System Architecture,"System Team Lead (C/C++, ADAS, ASPICE), Korean speaker",Korea (the Republic of)
C/C++,"C/C++ Software Developer with ADAS, ASPICE",Korea (the Republic of)
C/C++,"C/C++ Software Developer with ADAS, ASPICE",Korea (the Republic of)
Application Security,Network Monitoring Engineer,India
Application Security,Network Monitoring Engineer,India
Application Security,Network Monitoring Engineer,India
Application Security,Network Monitoring Engineer,India
Application Security,Network Monitoring Engineer,India
Application Security,Network Monitoring Engineer,India
Application Security,Network Monitoring Engineer,India
Application Security,Network Monitoring Engineer,India
Front-end React,Senior Front End Developer with React,Ukraine
Front-end React,Senior Front End Developer with React,Ukraine
Database Administration,Senior DBA,Mexico
Database Administration,Senior DBA,Mexico
"Billing, Invoicing & Collection","Billing, Invoicing and Cash Collection specialist",Ukraine
"Billing, Invoicing & Collection","Billing, Invoicing and Cash Collection specialist",Ukraine
SQL (PL/SQL - Oracle),Microsoft SQL Developer,India
SQL (PL/SQL - Oracle),Microsoft SQL Developer,India
SQL (PL/SQL - Oracle),Microsoft SQL Developer,India
SQL (PL/SQL - Oracle),Microsoft SQL Developer,India
SQL (PL/SQL - Oracle),Microsoft SQL Developer,India
SQL (PL/SQL - Oracle),Microsoft SQL Developer,India
Corporate Marketing,Head of Digital,Ukraine
Corporate Marketing,Head of Digital,Ukraine
Java,Senior Java Developer,Poland
Java,Senior Java Developer,Poland
C/C++ AUTOSAR,AUTOSAR Integration and Triage Lead,India
C/C++ AUTOSAR,AUTOSAR Integration and Triage Lead,India
C/C++ AUTOSAR,MCAL and CDD Integration Engineer ,India
C/C++ AUTOSAR,MCAL and CDD Integration Engineer ,India
C/C++ AUTOSAR,RTE and SWC Engineer ,India
C/C++ AUTOSAR,RTE and SWC Engineer ,India
