2021-11-15,Python,1.0
2021-11-15,Git,0.4717557251908397
2021-11-15,Django Framework,0.41374045801526715
2021-11-15,PostgreSQL,0.3969465648854962
2021-11-15,SQL,0.3755725190839695
2021-11-15,Linux,0.3099236641221374
2021-11-15,Docker,0.1648854961832061
2021-11-15,Английский — B1 — Средний,0.13587786259541984
2021-11-15,Flask,0.13129770992366413
2021-11-15,Redis,0.09465648854961832
2021-11-15,JavaScript,0.0900763358778626
2021-11-15,MySQL,0.0732824427480916
2021-11-15,RabbitMQ,0.07022900763358779
2021-11-15,MongoDB,0.06412213740458016
2021-11-15,Django,0.05648854961832061
2021-11-15,Английский — B2 — Средне-продвинутый,0.05343511450381679
2021-11-15,Celery,0.04580152671755725
2021-11-15,HTML,0.04122137404580153
2021-11-15,REST,0.03816793893129771
2021-11-15,C++,0.035114503816793895
2021-11-15,Java,0.035114503816793895
2021-11-15,Atlassian Jira,0.03358778625954199
2021-11-15,Kubernetes,0.03358778625954199
2021-11-15,CSS,0.03206106870229008
2021-11-15,MS SQL,0.030534351145038167
2021-11-15,Agile Project Management,0.02900763358778626
2021-11-15,AWS,0.02748091603053435
2021-11-15,Nginx,0.02748091603053435
2021-11-15,API,0.02748091603053435
2021-11-15,CI/CD,0.025954198473282442
2021-11-15,Kafka,0.024427480916030534
2021-11-15,aiohttp,0.022900763358778626
2021-11-15,Jenkins,0.021374045801526718
2021-11-15,Pytest,0.021374045801526718
2021-11-15,REST API,0.01984732824427481
2021-11-15,FastAPI,0.0183206106870229
2021-11-15,NoSQL,0.0183206106870229
2021-11-15,Go,0.016793893129770993
2021-11-15,TCP/IP,0.016793893129770993
2021-11-15,Bash,0.016793893129770993
2021-11-15,Golang,0.016793893129770993
2021-11-15,QA,0.013740458015267175
2021-11-15,Английский — A1 — Начальный,0.013740458015267175
2021-11-15,Unit Testing,0.013740458015267175
2021-11-15,Node.js,0.013740458015267175
2021-11-15,Scrum,0.013740458015267175
2021-11-15,asyncio,0.013740458015267175
2021-11-15,Selenium,0.012213740458015267
2021-11-15,docker,0.012213740458015267
2021-11-15,TeamCity,0.012213740458015267
2021-11-15,HTTP,0.012213740458015267
2021-11-15,Unix,0.012213740458015267
2021-11-15,pandas,0.012213740458015267
2021-11-15,SQLAlchemy,0.012213740458015267
2021-11-15,Machine Learning,0.010687022900763359
2021-11-15,XML,0.010687022900763359
2021-11-15,Tornado,0.010687022900763359
2021-11-15,numpy,0.010687022900763359
2021-11-15,HTML5,0.010687022900763359
2021-11-15,Gitlab,0.010687022900763359
2021-11-15,Time management,0.00916030534351145
2021-11-15,PHP,0.00916030534351145
2021-11-15,C#,0.00916030534351145
2021-11-15,Английский — A2 — Элементарный,0.00916030534351145
2021-11-15,Microservices,0.00916030534351145
2021-11-15,Atlassian Confluence,0.00916030534351145
2021-11-15,Gitlab CI,0.00916030534351145
2021-11-15,jQuery,0.00916030534351145
2021-11-15,Pandas,0.00916030534351145
2021-11-15,SVN,0.00916030534351145
2021-11-15,Data Science,0.00916030534351145
2021-11-15,Elasticsearch,0.00916030534351145
2021-11-15,JS,0.007633587786259542
2021-11-15,ML,0.007633587786259542
2021-11-15,Android,0.007633587786259542
2021-11-15,ReactJS,0.007633587786259542
2021-11-15,NLP,0.007633587786259542
2021-11-15,DRF,0.007633587786259542
2021-11-15,iOS,0.007633587786259542
2021-11-15,Kotlin,0.007633587786259542
2021-11-15,React,0.007633587786259542
2021-11-15,Jira,0.007633587786259542
2021-11-15,ETL,0.007633587786259542
2021-11-15,Django Rest Framework,0.007633587786259542
2021-11-15,Backend,0.007633587786259542
2021-11-15,Numpy,0.0061068702290076335
2021-11-15,DevOps,0.0061068702290076335
2021-11-15,Ansible,0.0061068702290076335
2021-11-15,WebSocket,0.0061068702290076335
2021-11-15,C/C++,0.0061068702290076335
2021-11-15,TypeScript,0.0061068702290076335
2021-11-15,Spark,0.0061068702290076335
2021-11-15,Python3,0.0061068702290076335
2021-11-15,PyCharm,0.0061068702290076335
2021-11-15,ORACLE,0.0061068702290076335
2021-11-15,Big Data,0.0061068702290076335
2021-11-15,IT,0.0061068702290076335
2021-11-15,SOAP,0.004580152671755725
2021-11-15,Sanic,0.004580152671755725
