Date,tag,val
2024-11-01,1с,0.0112201963534361
2024-11-01,Apache,0.0126227208976157
2024-11-01,Apache HTTP Proxy,0.0112201963534361
2024-11-01,Apache Kafka,0.0771388499298737
2024-11-01,ArgoCD,0.0126227208976157
2024-11-01,Atlassian Jira,0.0238429172510518
2024-11-01,Bash,0.4221598877980365
2024-11-01,C#,0.0112201963534361
2024-11-01,CentOS,0.0266479663394109
2024-11-01,Ceph,0.0084151472650771
2024-11-01,CircleCI,0.0140252454417952
2024-11-01,DNS,0.0154277699859747
2024-11-01,Debian,0.0336605890603085
2024-11-01,DevSecOps,0.0112201963534361
2024-11-01,Docker + Compose,0.0210378681626928
2024-11-01,Docker-compose,0.0673211781206171
2024-11-01,English,0.0098176718092566
2024-11-01,Git,0.3632538569424965
2024-11-01,Gradle,0.0098176718092566
2024-11-01,HTTP,0.0210378681626928
2024-11-01,IaC,0.0420757363253856
2024-11-01,Istio,0.0126227208976157
2024-11-01,Java,0.0406732117812061
2024-11-01,Jenkins,0.2748948106591865
2024-11-01,KVM,0.0196353436185133
2024-11-01,Kibana,0.0112201963534361
2024-11-01,Linux,1.0
2024-11-01,Loki,0.0336605890603085
2024-11-01,MS SQL,0.0448807854137447
2024-11-01,MS SQL Server,0.0196353436185133
2024-11-01,MongoDB,0.0729312762973352
2024-11-01,MySQL,0.1023842917251051
2024-11-01,Nexus,0.032258064516129
2024-11-01,Nginx,0.244039270687237
2024-11-01,NoSQL,0.0126227208976157
2024-11-01,Node.js,0.0364656381486676
2024-11-01,ORACLE,0.0294530154277699
2024-11-01,OpenStack,0.0224403927068723
2024-11-01,PHP,0.0224403927068723
2024-11-01,PostgreSQL,0.4319775596072931
2024-11-01,PostgreSQL-Cluster,0.0210378681626928
2024-11-01,PowerShell,0.0392706872370266
2024-11-01,Proxmox,0.0280504908835904
2024-11-01,Puppet,0.0154277699859747
2024-11-01,Python,0.453015427769986
2024-11-01,RHEL,0.0140252454417952
2024-11-01,RabbitMQ,0.0813464235624123
2024-11-01,Redis,0.0827489481065918
2024-11-01,Ruby,0.0168302945301542
2024-11-01,SQL,0.1290322580645161
2024-11-01,Shell Scripting,0.0140252454417952
2024-11-01,TCP/IP,0.0561009817671809
2024-11-01,TeamCity,0.0631136044880785
2024-11-01,Ubuntu,0.0364656381486676
2024-11-01,Ubuntu Server,0.0196353436185133
2024-11-01,Unix,0.0462833099579242
2024-11-01,VMware,0.0308555399719495
2024-11-01,VPN,0.0098176718092566
2024-11-01,VictoriaMetrics,0.0084151472650771
2024-11-01,Windows Server,0.0168302945301542
2024-11-01,Yandex Cloud,0.0238429172510518
2024-11-01,Zabbix,0.2005610098176718
2024-11-01,ansible,0.5652173913043478
2024-11-01,aws,0.0490883590462833
2024-11-01,azure,0.0210378681626928
2024-11-01,azure devops,0.0154277699859747
2024-11-01,bitbucket,0.0168302945301542
2024-11-01,calico,0.0210378681626928
2024-11-01,ci/cd,0.576437587657784
2024-11-01,clickhouse,0.0869565217391304
2024-11-01,devops,0.6072931276297335
2024-11-01,docker,0.8316970546984572
2024-11-01,elasticsearch,0.0406732117812061
2024-11-01,elk,0.2019635343618513
2024-11-01,github,0.0112201963534361
2024-11-01,gitlab,0.3071528751753156
2024-11-01,gitlab ci,0.1963534361851332
2024-11-01,go,0.0154277699859747
2024-11-01,golang,0.032258064516129
2024-11-01,grafana,0.3590462833099579
2024-11-01,greenplum,0.0084151472650771
2024-11-01,hadoop,0.0140252454417952
2024-11-01,haproxy,0.032258064516129
2024-11-01,helm,0.123422159887798
2024-11-01,k8s,0.061711079943898794
2024-11-01,kafka,0.0869565217391304
2024-11-01,keycloak,0.0168302945301542
2024-11-01,kubernetes,0.8751753155680224
2024-11-01,openshift,0.061711079943899
2024-11-01,prometheus,0.3197755960729312
2024-11-01,react,0.0238429172510518
2024-11-01,rest api,0.0098176718092566
2024-11-01,sre,0.0210378681626928
2024-11-01,terraform,0.214586255259467
2024-11-01,typescript,0.0266479663394109
2024-11-01,Администрирование серверов Linux,0.1612903225806451
2024-11-01,Администрирование серверов Windows,0.0182328190743338
