tag,norm_val
JavaScript,1.0
Node.js,0.47065868263473054
Git,0.46467065868263474
CSS,0.325748502994012
HTML,0.2778443113772455
HTML5,0.2634730538922156
CSS3,0.20359281437125748
React,0.18922155688622755
PostgreSQL,0.1688622754491018
Английский — B1 — Средний,0.14131736526946106
MongoDB,0.1341317365269461
MySQL,0.12335329341317365
SQL,0.12095808383233533
PHP,0.11736526946107785
Английский язык,0.11497005988023952
jQuery,0.1125748502994012
TypeScript,0.11137724550898204
AngularJS,0.11017964071856287
Английский — B2 — Средне-продвинутый,0.09101796407185629
Vue.js,0.081437125748503
Redux,0.07904191616766468
ООП,0.07425149700598803
Linux,0.0718562874251497
Java,0.06826347305389222
react,0.06467065868263473
React.js,0.06347305389221557
Bootstrap,0.05748502994011976
vue.js,0.0562874251497006
REST,0.05269461077844311
Python,0.05149700598802395
Atlassian Jira,0.05029940119760479
Redis,0.04910179640718563
Docker,0.046706586826347304
Less,0.046706586826347304
Scrum,0.045508982035928146
Agile Project Management,0.0407185628742515
Sass,0.03952095808383234
MS SQL,0.03473053892215569
C#,0.033532934131736525
